diagnostic_only,computation_commit,checkpoint_evidence_commit,report_generator_commit,criterion_commit,creation_time_utc,source_checkpoint_dir,input_manifest_path,input_manifest_sha256,era,recording_regime,owner_state,command_regime,clusters,rows,plant_signal_fed_as_applied,plant_signal_formula,command_semantics,timing,runtime_model_scope,per_row_owner_logged,mixed_ownership_handling,activity_rms_mps,activity_abs_mean_mps,activity_max_abs_mps
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6f,archive,legacy_common_arm,up,1,3,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.13541064420708007,0.12471373390932872,0.1877449194904127
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6g,terminal-live,terminal_era_not_physical_TERM_asserted,authority_limited,1,43,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.14807192039544845,0.11513971632573049,0.19042337700024659
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6g,terminal-live,terminal_era_not_physical_TERM_asserted,flat_no_ff,1,29,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.0,0.0,0.0
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6h,first-enable,legacy_common_arm,down,2,135,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.21384527907924722,0.1825279940365439,0.48909616626772173
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6h,first-enable,legacy_common_arm,flat_no_ff,2,35,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.009785166727686801,0.0063497818684110675,0.019892308259719438
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6h,first-enable,legacy_common_arm,up,2,70,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.47538273981992374,0.37154715189149695,0.8465104237104029
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,physical_TERM_episode_A091,down,1,26,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.26664125076025397,0.2311536940971132,0.4403460910132604
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,physical_TERM_episode_A091,flat_no_ff,1,15,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.006523167363733604,0.003845529372127432,0.01690793810651514
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,physical_TERM_episode_A091,up,1,86,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.32634502804089455,0.26956011218016007,0.7100630515775986
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,terminal_era_not_physical_TERM_asserted,authority_limited,1,66,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.10301376460980706,0.07421773987160184,0.31963678998252376
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,terminal_era_not_physical_TERM_asserted,down,1,39,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.16996457684774408,0.1478643815811417,0.33148240039042465
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,terminal_era_not_physical_TERM_asserted,flat_no_ff,1,11,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.011945530974490531,0.00968450204166364,0.019138415091197736
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6i,r-rate-ab,terminal_era_not_physical_TERM_asserted,up,1,5,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.16759304435678116,0.15458645606105287,0.23610191743195874
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6j,block-a,terminal_era_not_physical_TERM_asserted,down,1,119,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.1995766862033666,0.18389464091648908,0.35080311263577
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6j,block-a,terminal_era_not_physical_TERM_asserted,flat_no_ff,1,16,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.007265567281373527,0.004424007142466352,0.01715499271475862
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6j,block-a,terminal_era_not_physical_TERM_asserted,up,1,20,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.06861494831264928,0.06159514151503481,0.13368504284815141
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6k,cohort-2,terminal_era_not_physical_TERM_asserted,down,1,28,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.3518551942432721,0.2727049424718607,0.7544725634889503
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6k,cohort-2,terminal_era_not_physical_TERM_asserted,flat_no_ff,1,13,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.007741206096164399,0.003996578597468155,0.018028921488508654
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6k,cohort-2,terminal_era_not_physical_TERM_asserted,up,1,79,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.37705045587727365,0.3231025125569295,0.71722089415522
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6l,terminal_live,terminal_era_not_physical_TERM_asserted,authority_limited,2,32,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.11028211657468202,0.06374025611099553,0.23511951763348765
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6l,terminal_live,terminal_era_not_physical_TERM_asserted,down,1,28,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.05783399553240725,0.05364967387096995,0.09834384940757943
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6l,terminal_live,terminal_era_not_physical_TERM_asserted,flat_no_ff,1,21,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.01109780021986404,0.008422365395497636,0.019495274905989846
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase6l,terminal_live,terminal_era_not_physical_TERM_asserted,up,1,7,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.045634450246275,0.04156120777645228,0.07884857450158958
True,de19d881ce8fa0ddc27dd71d7306d0d366c43e90,c19602f384bc30b0a53d649238b429f9085b6b8f,55ba6da5a959371098c654826efff5ceec7688e1,bb998ae2a5edf79f7b2431b6b8388d496a76a522,2026-07-20T23:40:56.683708+00:00,tuning/ordered-round-A-G-DIAGNOSTIC-de19d88-20260720T220957Z,tuning/second-mechanism-update-DIAGNOSTIC-55ba6da-20260720T234056Z/checkpoint_input_manifest.json,40253f9d873573596e5346c69258361c41c285249cd40f7d4613ff4b89234a59,phase7m,metrology,metrology_only,authority_limited,1,3,rate_feed_forward_mps,"rate_feed_forward_mps = setpoint_vz_up_mps(side exposure) - setpoint_vz_up_mps(latch exposure), carried from the replay-attached flight-log setpoint stream",0.0 is observed zero activity; blank/None is missing; no truthiness filter used,withheld-window samples only; feed-forward is exposure-aligned side minus latch setpoint; no future-command leakage added by this CSV pass,"archive replay/evaluation-side intervention, not a shipping flight-code change",False,physical TERM A091 separated; terminal-era/non-TERM/metrology states grouped separately; command_regime split prevents flattening mixed command windows,0.1814179250829531,0.18091906484463616,0.19042578660206433
